title,district,district_code,total_price,unit_price,house_info,follow_info,url,community
市桥花园 3室1厅 134平米,番禺区,番禺,499.0,37205,3室1厅 134平米 北 精装 中楼层 共11层 2010年建,26人关注 23天前发布,https://example.com/house_5351,市桥花园
烈士陵园 1室1厅 30平米,越秀区,越秀,163.8,54591,1室1厅 30平米 西 简装 高楼层 共14层 1995年建,8人关注 34天前发布,https://example.com/house_5352,烈士陵园
恩宁路 3室2厅 122平米,荔湾区,荔湾,533.2,43564,3室2厅 122平米 北 毛坯 中楼层 共20层 2005年建,32人关注 4天前发布,https://example.com/house_5353,恩宁路
西关大屋 3室1厅 89平米,荔湾区,荔湾,337.6,37972,3室1厅 89平米 南北 简装 中楼层 共16层 2002年建,8人关注 117天前发布,https://example.com/house_5354,西关大屋
江南大道 3室2厅 100平米,海珠区,海珠,465.2,46518,3室2厅 100平米 北 豪装 高楼层 共13层 1998年建,17人关注 12天前发布,https://example.com/house_5355,江南大道
华景新城 3室1厅 133平米,天河区,天河,958.9,72318,3室1厅 133平米 南 豪装 高楼层 共11层 2019年建,52人关注 10天前发布,https://example.com/house_5356,华景新城
市桥花园 4室1厅 127平米,番禺区,番禺,483.4,38131,4室1厅 127平米 北 简装 低楼层 共24层 2001年建,27人关注 18天前发布,https://example.com/house_5357,市桥花园
大沙地 4室1厅 120平米,黄埔区,黄埔,484.5,40441,4室1厅 120平米 南北 精装 中楼层 共27层 2023年建,22人关注 30天前发布,https://example.com/house_5358,大沙地
客村花园 3室1厅 87平米,海珠区,海珠,455.9,52489,3室1厅 87平米 南北 简装 低楼层 共10层 2017年建,15人关注 25天前发布,https://example.com/house_5359,客村花园
多宝路 3室2厅 105平米,荔湾区,荔湾,423.5,40425,3室2厅 105平米 东北 精装 中楼层 共8层 2006年建,21人关注 1天前发布,https://example.com/house_5360,多宝路
烈士陵园 3室2厅 85平米,越秀区,越秀,476.9,56204,3室2厅 85平米 东北 简装 中楼层 共22层 2012年建,24人关注 3天前发布,https://example.com/house_5361,烈士陵园
芳村花园 1室1厅 43平米,荔湾区,荔湾,173.8,40788,1室1厅 43平米 西北 简装 中楼层 共13层 2009年建,8人关注 6天前发布,https://example.com/house_5362,芳村花园
机场路花园 2室1厅 55平米,白云区,白云,205.1,37071,2室1厅 55平米 南 简装 中楼层 共21层 2011年建,9人关注 9天前发布,https://example.com/house_5363,机场路花园
新港西路 3室1厅 95平米,海珠区,海珠,458.5,48136,3室1厅 95平米 东南 豪装 低楼层 共11层 2005年建,22人关注 19天前发布,https://example.com/house_5364,新港西路
东涌花园 3室1厅 109平米,番禺区,番禺,236.5,21776,3室1厅 109平米 东 精装 中楼层 共19层 2003年建,15人关注 21天前发布,https://example.com/house_5365,东涌花园
多宝路 4室2厅 142平米,荔湾区,荔湾,499.0,35223,4室2厅 142平米 南北 精装 中楼层 共13层 1996年建,14人关注 33天前发布,https://example.com/house_5366,多宝路
华海大厦 2室1厅 70平米,海珠区,海珠,372.6,53607,2室1厅 70平米 东南 精装 中楼层 共13层 2016年建,17人关注 0天前发布,https://example.com/house_5367,华海大厦
同德花园 3室1厅 126平米,白云区,白云,300.8,23946,3室1厅 126平米 西 精装 中楼层 共28层 2017年建,17人关注 10天前发布,https://example.com/house_5368,同德花园
员村山顶 3室1厅 87平米,天河区,天河,573.8,66288,3室1厅 87平米 东南 精装 高楼层 共8层 2010年建,29人关注 11天前发布,https://example.com/house_5369,员村山顶
赤岗花园 2室1厅 99平米,海珠区,海珠,510.3,51516,2室1厅 99平米 东南 豪装 低楼层 共13层 2012年建,30人关注 95天前发布,https://example.com/house_5370,赤岗花园
烈士陵园 2室1厅 57平米,越秀区,越秀,250.9,43932,2室1厅 57平米 西 简装 高楼层 共24层 2010年建,9人关注 44天前发布,https://example.com/house_5371,烈士陵园
华海大厦 3室2厅 95平米,海珠区,海珠,461.5,48720,3室2厅 95平米 南 精装 中楼层 共22层 2006年建,28人关注 4天前发布,https://example.com/house_5372,华海大厦
同德花园 4室1厅 204平米,白云区,白云,772.1,37933,4室1厅 204平米 东南 简装 低楼层 共26层 2015年建,44人关注 4天前发布,https://example.com/house_5373,同德花园
工业大道 3室1厅 72平米,海珠区,海珠,392.8,54512,3室1厅 72平米 南 精装 中楼层 共22层 2021年建,15人关注 117天前发布,https://example.com/house_5374,工业大道
太和花园 3室1厅 121平米,白云区,白云,468.7,38734,3室1厅 121平米 南北 精装 高楼层 共32层 2012年建,27人关注 22天前发布,https://example.com/house_5375,太和花园
黄沙大道 3室1厅 90平米,荔湾区,荔湾,444.4,49187,3室1厅 90平米 南 豪装 低楼层 共17层 2007年建,14人关注 7天前发布,https://example.com/house_5376,黄沙大道
黄花岗花园 2室1厅 36平米,越秀区,越秀,197.7,54334,2室1厅 36平米 南北 豪装 高楼层 共21层 2016年建,9人关注 21天前发布,https://example.com/house_5377,黄花岗花园
丰乐花园 2室1厅 65平米,黄埔区,黄埔,265.5,40556,2室1厅 65平米 南 精装 高楼层 共24层 2013年建,11人关注 16天前发布,https://example.com/house_5378,丰乐花园
署前路小区 3室1厅 115平米,越秀区,越秀,789.0,68731,3室1厅 115平米 东南 豪装 高楼层 共8层 2008年建,35人关注 25天前发布,https://example.com/house_5379,署前路小区
淘金家园 3室1厅 143平米,越秀区,越秀,755.9,52793,3室1厅 143平米 南 豪装 中楼层 共8层 2014年建,41人关注 28天前发布,https://example.com/house_5380,淘金家园
滨江东花园 2室1厅 86平米,海珠区,海珠,473.2,55073,2室1厅 86平米 东南 精装 低楼层 共8层 2014年建,21人关注 22天前发布,https://example.com/house_5381,滨江东花园
环市东花园 4室1厅 187平米,越秀区,越秀,959.1,51311,4室1厅 187平米 东南 毛坯 中楼层 共12层 2003年建,40人关注 17天前发布,https://example.com/house_5382,环市东花园
员村山顶 1室1厅 55平米,天河区,天河,446.6,81461,1室1厅 55平米 南 豪装 低楼层 共20层 1994年建,23人关注 169天前发布,https://example.com/house_5383,员村山顶
黄沙大道 3室1厅 118平米,荔湾区,荔湾,594.1,50175,3室1厅 118平米 南 精装 中楼层 共17层 1986年建,22人关注 10天前发布,https://example.com/house_5384,黄沙大道
华海大厦 2室1厅 83平米,海珠区,海珠,377.1,45160,2室1厅 83平米 南北 精装 中楼层 共23层 2012年建,23人关注 10天前发布,https://example.com/house_5385,华海大厦
瑞宝花园 2室1厅 71平米,海珠区,海珠,356.3,50349,2室1厅 71平米 北 精装 低楼层 共18层 2008年建,16人关注 39天前发布,https://example.com/house_5386,瑞宝花园
大岗花园 3室1厅 97平米,番禺区,番禺,179.0,18540,3室1厅 97平米 南 简装 中楼层 共13层 2019年建,4人关注 6天前发布,https://example.com/house_5387,大岗花园
中山八路 3室1厅 114平米,荔湾区,荔湾,480.0,42021,3室1厅 114平米 西南 精装 高楼层 共6层 2005年建,29人关注 27天前发布,https://example.com/house_5388,中山八路
文冲花园 3室1厅 93平米,黄埔区,黄埔,467.0,50288,3室1厅 93平米 西南 简装 低楼层 共24层 2019年建,18人关注 142天前发布,https://example.com/house_5389,文冲花园
猎德花园 3室1厅 97平米,天河区,天河,594.1,61083,3室1厅 97平米 南北 毛坯 中楼层 共19层 2023年建,24人关注 15天前发布,https://example.com/house_5390,猎德花园
西关大屋 2室1厅 75平米,荔湾区,荔湾,345.1,46181,2室1厅 75平米 南北 精装 低楼层 共21层 2012年建,17人关注 15天前发布,https://example.com/house_5391,西关大屋
南岗花园 2室1厅 84平米,黄埔区,黄埔,293.7,34869,2室1厅 84平米 北 精装 高楼层 共28层 2019年建,8人关注 24天前发布,https://example.com/house_5392,南岗花园
多宝路 3室1厅 102平米,荔湾区,荔湾,529.8,51714,3室1厅 102平米 东 毛坯 高楼层 共8层 1997年建,27人关注 22天前发布,https://example.com/house_5393,多宝路
同德花园 3室2厅 109平米,白云区,白云,373.9,34263,3室2厅 109平米 东北 简装 低楼层 共20层 2007年建,24人关注 11天前发布,https://example.com/house_5394,同德花园
工业大道 3室1厅 115平米,海珠区,海珠,472.0,41143,3室1厅 115平米 南北 简装 中楼层 共7层 1998年建,24人关注 24天前发布,https://example.com/house_5395,工业大道
猎德花园 2室1厅 80平米,天河区,天河,560.6,70515,2室1厅 80平米 北 精装 高楼层 共23层 2011年建,26人关注 1天前发布,https://example.com/house_5396,猎德花园
南洲花园 4室1厅 146平米,海珠区,海珠,950.7,64951,4室1厅 146平米 西南 精装 中楼层 共24层 2018年建,34人关注 4天前发布,https://example.com/house_5397,南洲花园
江南大道 4室1厅 89平米,海珠区,海珠,406.6,45800,4室1厅 89平米 北 豪装 高楼层 共13层 2016年建,24人关注 121天前发布,https://example.com/house_5398,江南大道
夏园花园 4室1厅 151平米,黄埔区,黄埔,617.0,40869,4室1厅 151平米 南北 简装 中楼层 共20层 2016年建,32人关注 3天前发布,https://example.com/house_5399,夏园花园
东山口花园 4室2厅 176平米,越秀区,越秀,1119.7,63519,4室2厅 176平米 南 精装 低楼层 共9层 2012年建,48人关注 46天前发布,https://example.com/house_5400,东山口花园
洛溪花园 4室2厅 155平米,番禺区,番禺,566.5,36549,4室2厅 155平米 南北 精装 中楼层 共16层 2022年建,29人关注 8天前发布,https://example.com/house_5401,洛溪花园
大岗花园 3室1厅 136平米,番禺区,番禺,351.2,25816,3室1厅 136平米 南北 精装 中楼层 共6层 1999年建,10人关注 2天前发布,https://example.com/house_5402,大岗花园
烈士陵园 3室1厅 101平米,越秀区,越秀,535.4,52944,3室1厅 101平米 南 简装 中楼层 共24层 2011年建,27人关注 12天前发布,https://example.com/house_5403,烈士陵园
署前路小区 4室2厅 189平米,越秀区,越秀,1176.2,62213,4室2厅 189平米 南北 简装 中楼层 共21层 1990年建,64人关注 87天前发布,https://example.com/house_5404,署前路小区
开发区花园 3室2厅 68平米,黄埔区,黄埔,298.5,43676,3室2厅 68平米 南 豪装 中楼层 共27层 2023年建,16人关注 16天前发布,https://example.com/house_5405,开发区花园
榄核花园 3室2厅 69平米,番禺区,番禺,267.0,38445,3室2厅 69平米 北 简装 低楼层 共17层 1993年建,9人关注 33天前发布,https://example.com/house_5406,榄核花园
滨江东花园 3室1厅 93平米,海珠区,海珠,333.0,35724,3室1厅 93平米 南北 精装 中楼层 共17层 2008年建,19人关注 6天前发布,https://example.com/house_5407,滨江东花园
淘金家园 3室1厅 113平米,越秀区,越秀,656.8,57913,3室1厅 113平米 东南 豪装 中楼层 共12层 2008年建,33人关注 60天前发布,https://example.com/house_5408,淘金家园
滨江东花园 3室2厅 85平米,海珠区,海珠,464.6,54619,3室2厅 85平米 南北 精装 中楼层 共21层 2012年建,28人关注 1天前发布,https://example.com/house_5409,滨江东花园
新市花园 1室1厅 44平米,白云区,白云,175.4,39674,1室1厅 44平米 西南 精装 中楼层 共23层 1993年建,13人关注 48天前发布,https://example.com/house_5410,新市花园
署前路小区 2室1厅 92平米,越秀区,越秀,562.1,61285,2室1厅 92平米 西南 精装 高楼层 共6层 2009年建,21人关注 65天前发布,https://example.com/house_5411,署前路小区
新市花园 2室1厅 71平米,白云区,白云,219.6,30866,2室1厅 71平米 南北 精装 高楼层 共30层 2009年建,6人关注 7天前发布,https://example.com/house_5412,新市花园
员村山顶 2室1厅 66平米,天河区,天河,563.7,85809,2室1厅 66平米 南 精装 低楼层 共12层 2023年建,29人关注 61天前发布,https://example.com/house_5413,员村山顶
龙口西小区 4室2厅 151平米,天河区,天河,1249.5,82506,4室2厅 151平米 南北 简装 低楼层 共10层 2016年建,63人关注 34天前发布,https://example.com/house_5414,龙口西小区
客村花园 4室1厅 142平米,海珠区,海珠,805.2,56836,4室1厅 142平米 东 精装 低楼层 共15层 2012年建,29人关注 52天前发布,https://example.com/house_5415,客村花园
江南大道 4室2厅 99平米,海珠区,海珠,534.3,54083,4室2厅 99平米 南 豪装 低楼层 共13层 2013年建,25人关注 13天前发布,https://example.com/house_5416,江南大道
淘金家园 4室1厅 150平米,越秀区,越秀,809.7,54068,4室1厅 150平米 南 简装 低楼层 共10层 2010年建,39人关注 18天前发布,https://example.com/house_5417,淘金家园
瑞宝花园 2室1厅 61平米,海珠区,海珠,208.2,34013,2室1厅 61平米 东 简装 中楼层 共12层 1995年建,7人关注 6天前发布,https://example.com/house_5418,瑞宝花园
黄花岗花园 3室2厅 106平米,越秀区,越秀,498.5,46884,3室2厅 106平米 南北 简装 高楼层 共21层 2009年建,18人关注 28天前发布,https://example.com/house_5419,黄花岗花园
棠下小区 3室2厅 73平米,天河区,天河,506.3,69386,3室2厅 73平米 东南 豪装 低楼层 共21层 2003年建,21人关注 9天前发布,https://example.com/house_5420,棠下小区
淘金家园 3室1厅 114平米,越秀区,越秀,631.3,55301,3室1厅 114平米 南北 精装 低楼层 共11层 2014年建,21人关注 26天前发布,https://example.com/house_5421,淘金家园
东涌花园 3室1厅 111平米,番禺区,番禺,323.3,29019,3室1厅 111平米 南 简装 中楼层 共18层 2020年建,24人关注 0天前发布,https://example.com/house_5422,东涌花园
新港西路 3室2厅 136平米,海珠区,海珠,801.7,59094,3室2厅 136平米 南北 简装 中楼层 共19层 1992年建,68人关注 9天前发布,https://example.com/house_5423,新港西路
南洲花园 3室1厅 85平米,海珠区,海珠,355.4,41921,3室1厅 85平米 东南 简装 中楼层 共7层 2012年建,21人关注 8天前发布,https://example.com/house_5424,南洲花园
芳村花园 3室1厅 101平米,荔湾区,荔湾,439.4,43681,3室1厅 101平米 南北 精装 低楼层 共10层 2005年建,19人关注 7天前发布,https://example.com/house_5425,芳村花园
市桥花园 3室2厅 131平米,番禺区,番禺,364.4,27795,3室2厅 131平米 东 简装 高楼层 共12层 2020年建,13人关注 66天前发布,https://example.com/house_5426,市桥花园
广州大道花园 3室1厅 113平米,越秀区,越秀,614.1,54149,3室1厅 113平米 东 精装 高楼层 共14层 1999年建,24人关注 48天前发布,https://example.com/house_5427,广州大道花园
石井花园 5室1厅 208平米,白云区,白云,705.5,33855,5室1厅 208平米 南 精装 中楼层 共23层 2003年建,30人关注 16天前发布,https://example.com/house_5428,石井花园
太和花园 2室1厅 58平米,白云区,白云,198.4,34453,2室1厅 58平米 东南 简装 中楼层 共30层 2019年建,13人关注 49天前发布,https://example.com/house_5429,太和花园
芳村花园 2室1厅 59平米,荔湾区,荔湾,272.3,45993,2室1厅 59平米 南 精装 中楼层 共19层 1985年建,17人关注 1天前发布,https://example.com/house_5430,芳村花园
体育西路小区 2室1厅 64平米,天河区,天河,435.2,68401,2室1厅 64平米 东北 简装 中楼层 共24层 2017年建,19人关注 1天前发布,https://example.com/house_5431,体育西路小区
永泰花园 3室1厅 106平米,白云区,白云,429.9,40546,3室1厅 106平米 西南 精装 低楼层 共32层 2008年建,25人关注 43天前发布,https://example.com/house_5432,永泰花园
骏景花园 4室2厅 88平米,天河区,天河,586.1,66381,4室2厅 88平米 南 豪装 高楼层 共9层 2007年建,31人关注 93天前发布,https://example.com/house_5433,骏景花园
中山八路 1室1厅 48平米,荔湾区,荔湾,241.0,50197,1室1厅 48平米 东北 精装 低楼层 共23层 2002年建,7人关注 49天前发布,https://example.com/house_5434,中山八路
永泰花园 2室1厅 82平米,白云区,白云,324.2,39439,2室1厅 82平米 东南 精装 高楼层 共29层 2013年建,11人关注 21天前发布,https://example.com/house_5435,永泰花园
烈士陵园 3室1厅 100平米,越秀区,越秀,489.8,49077,3室1厅 100平米 南 豪装 高楼层 共20层 2008年建,19人关注 77天前发布,https://example.com/house_5436,烈士陵园
萝岗花园 2室1厅 85平米,黄埔区,黄埔,386.4,45659,2室1厅 85平米 南 精装 中楼层 共24层 2017年建,17人关注 9天前发布,https://example.com/house_5437,萝岗花园
天河北雅居 2室1厅 99平米,天河区,天河,482.9,48833,2室1厅 99平米 北 豪装 高楼层 共21层 2019年建,20人关注 13天前发布,https://example.com/house_5438,天河北雅居
文冲花园 5室1厅 184平米,黄埔区,黄埔,981.9,53337,5室1厅 184平米 东南 精装 中楼层 共20层 2009年建,50人关注 63天前发布,https://example.com/house_5439,文冲花园
南洲花园 2室1厅 77平米,海珠区,海珠,370.3,48197,2室1厅 77平米 南北 精装 高楼层 共6层 2011年建,18人关注 26天前发布,https://example.com/house_5440,南洲花园
黄花岗花园 4室1厅 120平米,越秀区,越秀,804.4,66914,4室1厅 120平米 南北 精装 低楼层 共24层 1995年建,54人关注 17天前发布,https://example.com/house_5441,黄花岗花园
珠江新城花园 3室1厅 125平米,天河区,天河,799.8,64147,3室1厅 125平米 东南 豪装 高楼层 共22层 2001年建,26人关注 13天前发布,https://example.com/house_5442,珠江新城花园
南村花园 1室1厅 50平米,番禺区,番禺,153.7,30743,1室1厅 50平米 东南 简装 中楼层 共19层 1992年建,3人关注 60天前发布,https://example.com/house_5443,南村花园
珠江新城花园 3室1厅 122平米,天河区,天河,1100.0,90041,3室1厅 122平米 南 豪装 中楼层 共21层 2003年建,52人关注 13天前发布,https://example.com/house_5444,珠江新城花园
天河北雅居 3室1厅 115平米,天河区,天河,596.0,51979,3室1厅 115平米 南 精装 高楼层 共15层 1987年建,33人关注 37天前发布,https://example.com/house_5445,天河北雅居
广州大道花园 2室1厅 89平米,越秀区,越秀,558.6,62558,2室1厅 89平米 南 精装 高楼层 共11层 2004年建,29人关注 3天前发布,https://example.com/house_5446,广州大道花园
康王路 3室1厅 89平米,荔湾区,荔湾,441.5,49612,3室1厅 89平米 东 豪装 低楼层 共17层 2002年建,14人关注 14天前发布,https://example.com/house_5447,康王路
花地大道 2室1厅 75平米,荔湾区,荔湾,301.0,40317,2室1厅 75平米 东 简装 中楼层 共22层 1990年建,20人关注 27天前发布,https://example.com/house_5448,花地大道
骏景花园 4室1厅 178平米,天河区,天河,1352.0,76032,4室1厅 178平米 北 简装 高楼层 共9层 2014年建,54人关注 3天前发布,https://example.com/house_5449,骏景花园
广州大道花园 3室2厅 91平米,越秀区,越秀,603.7,66554,3室2厅 91平米 西 精装 低楼层 共18层 2002年建,45人关注 62天前发布,https://example.com/house_5450,广州大道花园
淘金家园 3室2厅 87平米,越秀区,越秀,410.6,47182,3室2厅 87平米 南 豪装 中楼层 共20层 1995年建,26人关注 1天前发布,https://example.com/house_5451,淘金家园
黄花岗花园 4室2厅 121平米,越秀区,越秀,851.2,70160,4室2厅 121平米 南北 简装 高楼层 共13层 1988年建,42人关注 33天前发布,https://example.com/house_5452,黄花岗花园
华海大厦 3室1厅 83平米,海珠区,海珠,410.9,49655,3室1厅 83平米 南 简装 高楼层 共9层 2016年建,15人关注 32天前发布,https://example.com/house_5453,华海大厦
太和花园 1室1厅 39平米,白云区,白云,141.4,36294,1室1厅 39平米 北 简装 中楼层 共34层 2019年建,6人关注 41天前发布,https://example.com/house_5454,太和花园
广州大道花园 2室1厅 77平米,越秀区,越秀,351.1,45356,2室1厅 77平米 南北 精装 中楼层 共24层 2009年建,8人关注 18天前发布,https://example.com/house_5455,广州大道花园
南洲花园 3室2厅 146平米,海珠区,海珠,559.8,38389,3室2厅 146平米 南 简装 高楼层 共15层 2016年建,27人关注 19天前发布,https://example.com/house_5456,南洲花园
江南大道 1室1厅 44平米,海珠区,海珠,240.9,55097,1室1厅 44平米 南 精装 低楼层 共6层 2017年建,9人关注 30天前发布,https://example.com/house_5457,江南大道
南村花园 3室1厅 61平米,番禺区,番禺,208.0,34265,3室1厅 61平米 西北 简装 高楼层 共14层 2023年建,11人关注 36天前发布,https://example.com/house_5458,南村花园
洛溪花园 4室1厅 190平米,番禺区,番禺,566.1,29861,4室1厅 190平米 北 精装 低楼层 共7层 2013年建,34人关注 1天前发布,https://example.com/house_5459,洛溪花园
丰乐花园 3室1厅 141平米,黄埔区,黄埔,571.3,40373,3室1厅 141平米 北 精装 中楼层 共34层 2005年建,32人关注 38天前发布,https://example.com/house_5460,丰乐花园
烈士陵园 2室1厅 78平米,越秀区,越秀,524.3,67320,2室1厅 78平米 西南 简装 中楼层 共11层 2004年建,27人关注 47天前发布,https://example.com/house_5461,烈士陵园
石牌村 3室1厅 104平米,天河区,天河,729.8,70442,3室1厅 104平米 东 豪装 中楼层 共20层 1993年建,30人关注 5天前发布,https://example.com/house_5462,石牌村
大新路小区 4室1厅 177平米,越秀区,越秀,899.8,50812,4室1厅 177平米 西南 豪装 低楼层 共12层 2000年建,27人关注 60天前发布,https://example.com/house_5463,大新路小区
大新路小区 1室1厅 43平米,越秀区,越秀,256.8,60248,1室1厅 43平米 西 豪装 中楼层 共13层 1985年建,11人关注 5天前发布,https://example.com/house_5464,大新路小区
赤岗花园 2室1厅 80平米,海珠区,海珠,295.0,37009,2室1厅 80平米 南 精装 低楼层 共21层 2023年建,16人关注 16天前发布,https://example.com/house_5465,赤岗花园
京溪花园 3室2厅 124平米,白云区,白云,371.5,29948,3室2厅 124平米 南 精装 中楼层 共26层 1990年建,25人关注 22天前发布,https://example.com/house_5466,京溪花园
开发区花园 3室1厅 129平米,黄埔区,黄埔,582.2,45024,3室1厅 129平米 南 简装 中楼层 共20层 2015年建,20人关注 33天前发布,https://example.com/house_5467,开发区花园
萝岗花园 4室1厅 181平米,黄埔区,黄埔,591.1,32722,4室1厅 181平米 北 简装 低楼层 共26层 2020年建,31人关注 34天前发布,https://example.com/house_5468,萝岗花园
南洲花园 4室2厅 196平米,海珠区,海珠,471.4,24063,4室2厅 196平米 东 毛坯 低楼层 共6层 1989年建,24人关注 64天前发布,https://example.com/house_5469,南洲花园
黄石路 3室1厅 119平米,白云区,白云,512.7,42929,3室1厅 119平米 西 精装 中楼层 共32层 2023年建,21人关注 40天前发布,https://example.com/house_5470,黄石路
环市东花园 3室1厅 67平米,越秀区,越秀,414.9,61664,3室1厅 67平米 南北 简装 高楼层 共7层 2017年建,18人关注 73天前发布,https://example.com/house_5471,环市东花园
天河北雅居 3室1厅 81平米,天河区,天河,438.8,54160,3室1厅 81平米 南 精装 中楼层 共6层 2013年建,22人关注 10天前发布,https://example.com/house_5472,天河北雅居
京溪花园 3室1厅 99平米,白云区,白云,373.6,37637,3室1厅 99平米 西南 豪装 高楼层 共22层 2004年建,19人关注 3天前发布,https://example.com/house_5473,京溪花园
珠江新城花园 3室2厅 96平米,天河区,天河,563.7,58713,3室2厅 96平米 西南 豪装 高楼层 共19层 2009年建,31人关注 10天前发布,https://example.com/house_5474,珠江新城花园
客村花园 2室1厅 65平米,海珠区,海珠,434.6,66738,2室1厅 65平米 南 简装 低楼层 共10层 2012年建,23人关注 6天前发布,https://example.com/house_5475,客村花园
建设六马路 2室1厅 67平米,越秀区,越秀,461.7,69034,2室1厅 67平米 南北 豪装 中楼层 共14层 2006年建,20人关注 78天前发布,https://example.com/house_5476,建设六马路
机场路花园 4室1厅 188平米,白云区,白云,818.6,43450,4室1厅 188平米 东北 简装 中楼层 共23层 2019年建,49人关注 30天前发布,https://example.com/house_5477,机场路花园
新市花园 2室1厅 51平米,白云区,白云,172.3,33861,2室1厅 51平米 南 精装 低楼层 共32层 2013年建,5人关注 25天前发布,https://example.com/house_5478,新市花园
黄花岗花园 4室1厅 177平米,越秀区,越秀,1095.0,61945,4室1厅 177平米 东南 精装 低楼层 共7层 2001年建,57人关注 18天前发布,https://example.com/house_5479,黄花岗花园
夏园花园 4室1厅 126平米,黄埔区,黄埔,381.1,30241,4室1厅 126平米 南 简装 中楼层 共21层 2003年建,22人关注 9天前发布,https://example.com/house_5480,夏园花园
淘金家园 2室1厅 90平米,越秀区,越秀,436.3,48523,2室1厅 90平米 南北 简装 高楼层 共9层 2004年建,19人关注 12天前发布,https://example.com/house_5481,淘金家园
江南大道 3室2厅 131平米,海珠区,海珠,976.5,74426,3室2厅 131平米 南北 豪装 高楼层 共18层 2014年建,39人关注 3天前发布,https://example.com/house_5482,江南大道
京溪花园 3室1厅 121平米,白云区,白云,503.1,41652,3室1厅 121平米 东南 简装 高楼层 共31层 2004年建,19人关注 21天前发布,https://example.com/house_5483,京溪花园
太和花园 3室1厅 91平米,白云区,白云,336.4,37040,3室1厅 91平米 南 精装 高楼层 共31层 2014年建,12人关注 2天前发布,https://example.com/house_5484,太和花园
大石花园 3室1厅 161平米,番禺区,番禺,633.5,39300,3室1厅 161平米 南北 简装 低楼层 共24层 2011年建,46人关注 5天前发布,https://example.com/house_5485,大石花园
二沙岛花园 2室1厅 81平米,越秀区,越秀,494.1,60634,2室1厅 81平米 南北 简装 低楼层 共14层 2001年建,23人关注 47天前发布,https://example.com/house_5486,二沙岛花园
嘉禾花园 3室1厅 112平米,白云区,白云,596.0,53222,3室1厅 112平米 南北 简装 中楼层 共29层 2009年建,30人关注 18天前发布,https://example.com/house_5487,嘉禾花园
黄沙大道 3室2厅 96平米,荔湾区,荔湾,594.7,61958,3室2厅 96平米 南 精装 中楼层 共19层 1998年建,35人关注 54天前发布,https://example.com/house_5488,黄沙大道
市桥花园 3室2厅 134平米,番禺区,番禺,535.8,40128,3室2厅 134平米 西南 精装 中楼层 共9层 2012年建,29人关注 1天前发布,https://example.com/house_5489,市桥花园
天河北雅居 3室1厅 84平米,天河区,天河,598.2,71029,3室1厅 84平米 北 精装 高楼层 共19层 2014年建,24人关注 35天前发布,https://example.com/house_5490,天河北雅居
嘉禾花园 3室1厅 96平米,白云区,白云,371.1,38630,3室1厅 96平米 南 精装 中楼层 共24层 2016年建,20人关注 30天前发布,https://example.com/house_5491,嘉禾花园
西关大屋 3室1厅 110平米,荔湾区,荔湾,431.2,39084,3室1厅 110平米 东南 精装 低楼层 共22层 1992年建,26人关注 15天前发布,https://example.com/house_5492,西关大屋
大新路小区 2室1厅 70平米,越秀区,越秀,426.0,60939,2室1厅 70平米 东南 简装 中楼层 共24层 1997年建,18人关注 67天前发布,https://example.com/house_5493,大新路小区
滨江东花园 2室1厅 79平米,海珠区,海珠,310.5,39173,2室1厅 79平米 东北 豪装 中楼层 共16层 2002年建,16人关注 2天前发布,https://example.com/house_5494,滨江东花园
烈士陵园 4室1厅 112平米,越秀区,越秀,649.1,57993,4室1厅 112平米 东南 简装 低楼层 共12层 2010年建,35人关注 26天前发布,https://example.com/house_5495,烈士陵园
花地大道 5室2厅 126平米,荔湾区,荔湾,618.7,48927,5室2厅 126平米 东南 精装 低楼层 共9层 1995年建,26人关注 56天前发布,https://example.com/house_5496,花地大道
港湾花园 4室1厅 120平米,黄埔区,黄埔,664.5,55501,4室1厅 120平米 南 豪装 高楼层 共31层 1999年建,26人关注 40天前发布,https://example.com/house_5497,港湾花园
芳村花园 2室1厅 51平米,荔湾区,荔湾,220.4,43571,2室1厅 51平米 南北 精装 中楼层 共14层 1994年建,12人关注 12天前发布,https://example.com/house_5498,芳村花园
花地大道 4室2厅 132平米,荔湾区,荔湾,647.9,49183,4室2厅 132平米 东南 简装 中楼层 共12层 2012年建,24人关注 12天前发布,https://example.com/house_5499,花地大道
工业大道 2室1厅 82平米,海珠区,海珠,479.1,58557,2室1厅 82平米 东南 豪装 中楼层 共14层 2007年建,35人关注 55天前发布,https://example.com/house_5500,工业大道
猎德花园 3室1厅 107平米,天河区,天河,487.0,45713,3室1厅 107平米 东 豪装 高楼层 共22层 2000年建,24人关注 18天前发布,https://example.com/house_5501,猎德花园
黄花岗花园 2室1厅 59平米,越秀区,越秀,342.2,57553,2室1厅 59平米 南 精装 高楼层 共9层 1994年建,13人关注 37天前发布,https://example.com/house_5502,黄花岗花园
南洲花园 2室1厅 72平米,海珠区,海珠,299.0,41341,2室1厅 72平米 北 精装 高楼层 共10层 2020年建,9人关注 10天前发布,https://example.com/house_5503,南洲花园
东山口花园 1室1厅 41平米,越秀区,越秀,226.6,55171,1室1厅 41平米 西南 精装 高楼层 共16层 1996年建,7人关注 3天前发布,https://example.com/house_5504,东山口花园
天河北雅居 3室1厅 81平米,天河区,天河,631.0,77745,3室1厅 81平米 南北 精装 中楼层 共16层 1997年建,32人关注 75天前发布,https://example.com/house_5505,天河北雅居
