total_price,unit_price,area,bedroom_num,livingroom_num,total_floor,build_year,followers,days_on_market,house_age,total_rooms,avg_room_area,floor_ratio,price_per_bedroom,market_heat,layout_ratio,district_code,district_level,district_天河区,district_海珠区,district_番禺区,district_白云区,district_荔湾区,district_越秀区,district_黄埔区,orientation_东,orientation_北,orientation_南,orientation_西,decoration_encoded,floor_type_encoded,district_level_encoded
314.2,39621.0,79.0,2.0,1.0,19.0,2016.0,20.0,8.0,9.0,3.0,19.75,0.5,104.73333333333333,2.2222222222222223,1.0,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,1,2,3
521.9,47032.0,111.0,3.0,1.0,15.0,2010.0,34.0,44.0,15.0,4.0,22.2,0.25,130.475,0.7555555555555555,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,2,1,3
368.1,49652.0,74.0,2.0,1.0,8.0,1996.0,17.0,25.0,29.0,3.0,18.5,0.5,122.7,0.6538461538461539,1.0,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,4,2,3
411.2,44579.0,92.0,3.0,1.0,8.0,2008.0,17.0,6.0,17.0,4.0,18.4,0.5,102.8,2.4285714285714284,1.5,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,2,2,2
672.9,45097.0,149.0,4.5,1.0,21.0,2003.0,30.0,2.0,22.0,5.5,22.923076923076923,0.25,122.34545454545454,10.0,2.25,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,2,1,3
286.3,26555.0,108.0,3.0,1.0,19.0,2012.0,19.0,107.0,13.0,4.0,21.6,0.75,71.575,0.17592592592592593,1.5,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,3,3,2
607.5,65424.0,93.0,3.0,1.0,17.0,2002.0,30.0,75.0,23.0,4.0,18.6,0.25,151.875,0.39473684210526316,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,2,1,3
276.4,57445.0,48.0,1.0,1.0,12.0,1992.0,13.0,41.0,33.0,2.0,16.0,0.5,138.2,0.30952380952380953,0.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,2,3
269.7,36313.0,74.0,2.0,1.0,21.0,2003.0,8.0,89.0,22.0,3.0,18.5,0.25,89.89999999999999,0.08888888888888889,1.0,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,3,1,2
241.1,32245.0,75.0,2.0,1.0,8.0,2004.0,12.0,46.0,21.0,3.0,18.75,0.25,80.36666666666666,0.2553191489361702,1.0,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,1,1,2
355.8,41980.0,85.0,2.0,1.0,20.0,2011.0,18.0,4.0,14.0,3.0,21.25,0.25,118.60000000000001,3.6,1.0,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,4,1,2
711.1,56985.0,125.0,3.0,1.0,11.0,2011.0,29.0,24.0,14.0,4.0,25.0,0.5,177.775,1.16,1.5,海珠,核心区,False,True,False,False,False,False,False,False,True,False,False,3,2,3
484.1,45530.0,106.0,4.0,1.0,27.0,2007.0,23.0,110.0,18.0,5.0,17.666666666666668,0.5,96.82000000000001,0.2072072072072072,2.0,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,4,2,2
715.7,53844.0,133.0,3.0,1.0,23.0,2009.0,29.0,30.0,16.0,4.0,26.6,0.5,178.925,0.9354838709677419,1.5,荔湾,次核心区,False,False,False,False,True,False,False,False,True,False,False,2,2,2
415.7,48148.0,86.0,2.0,1.0,17.0,1993.0,21.0,42.0,32.0,3.0,21.5,0.5,138.56666666666666,0.4883720930232558,1.0,海珠,核心区,False,True,False,False,False,False,False,False,True,False,False,3,2,3
1091.6,73394.0,149.0,4.0,1.0,18.0,2013.0,51.0,0.0,12.0,5.0,24.833333333333332,0.25,218.32,51.0,2.0,天河,核心区,True,False,False,False,False,False,False,True,False,False,False,2,1,3
662.3,55698.0,119.0,3.0,1.0,19.0,2001.0,44.0,2.0,24.0,4.0,23.8,0.75,165.575,14.666666666666666,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,2,3,3
608.1,53023.0,115.0,4.0,1.0,22.0,1998.0,20.0,69.0,27.0,5.0,19.166666666666668,0.75,121.62,0.2857142857142857,2.0,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,3,3,3
99.3,29252.0,34.0,1.0,1.0,12.0,2005.0,4.0,3.0,20.0,2.0,11.333333333333334,0.5,49.65,1.0,0.5,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,3,2,2
633.8,56492.0,112.0,3.0,1.0,6.0,1985.0,31.0,37.0,40.0,4.0,22.4,0.25,158.45,0.8157894736842105,1.5,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,2,1,3
256.9,24024.0,107.0,3.0,1.0,9.0,2009.0,17.0,33.0,16.0,4.0,21.4,0.25,64.225,0.5,1.5,番禺,次核心区,False,False,True,False,False,False,False,False,True,False,False,2,1,2
439.4,42565.0,103.0,3.0,1.0,10.0,2002.0,23.0,0.0,23.0,4.0,20.6,0.5,109.85,23.0,1.5,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,2,2,2
322.7,39292.0,82.0,3.0,1.0,7.0,1998.0,15.0,42.0,27.0,4.0,16.4,0.75,80.675,0.3488372093023256,1.5,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,2,3,2
317.9,51229.0,62.0,2.0,1.0,23.0,2007.0,14.0,13.0,18.0,3.0,15.5,0.5,105.96666666666665,1.0,1.0,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,2,2,2
260.1,71178.0,37.0,1.0,1.0,9.0,2013.0,9.0,140.0,12.0,2.0,12.333333333333334,0.75,130.05,0.06382978723404255,0.5,天河,核心区,True,False,False,False,False,False,False,False,False,False,True,2,3,3
589.7,52989.0,111.0,3.0,1.0,17.0,1992.0,26.0,60.0,33.0,4.0,22.2,0.75,147.425,0.4262295081967213,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,3,3
561.3,67704.0,83.0,3.0,1.0,7.0,2008.0,22.0,64.0,17.0,4.0,16.6,0.75,140.325,0.3384615384615385,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,4,3,3
560.3,30303.0,185.0,4.0,1.0,18.0,2011.0,25.0,30.0,14.0,5.0,30.833333333333332,0.75,112.05999999999999,0.8064516129032258,2.0,荔湾,次核心区,False,False,False,False,True,False,False,True,False,False,False,3,3,2
534.1,51956.0,103.0,3.0,1.0,23.0,2005.0,26.0,44.0,20.0,4.0,20.6,0.75,133.525,0.5777777777777777,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,4,3,3
348.8,39333.0,89.0,3.0,1.0,32.0,2014.0,13.0,4.0,11.0,4.0,17.8,0.75,87.2,2.6,1.5,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,2,3,2
530.0,52419.0,101.0,2.0,1.0,16.0,1992.0,20.0,13.0,33.0,3.0,25.25,0.25,176.66666666666666,1.4285714285714286,1.0,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,4,1,3
388.4,60767.0,64.0,2.0,1.0,10.0,2006.0,18.0,45.0,19.0,3.0,16.0,0.5,129.46666666666667,0.391304347826087,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,2,2,3
284.5,39615.0,72.0,2.0,1.0,12.0,2014.0,9.0,5.0,11.0,3.0,18.0,0.5,94.83333333333333,1.5,1.0,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,2,3
420.0,33980.0,124.0,4.0,1.0,24.0,2015.0,17.0,48.0,10.0,5.0,20.666666666666668,0.75,84.0,0.3469387755102041,2.0,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,3,3,2
502.1,48935.0,103.0,2.0,1.0,20.0,2003.0,21.0,5.0,22.0,3.0,25.75,0.5,167.36666666666667,3.5,1.0,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,2,2,2
724.1,59259.0,122.0,3.0,1.0,9.0,2005.0,33.0,25.0,20.0,4.0,24.4,0.75,181.025,1.2692307692307692,1.5,海珠,核心区,False,True,False,False,False,False,False,True,False,False,False,3,3,3
636.3,62175.0,102.0,3.0,1.0,18.0,1999.0,33.0,7.0,26.0,4.0,20.4,0.75,159.075,4.125,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,2,3,3
761.8,59757.0,127.0,3.0,1.0,8.0,2006.0,38.0,2.0,19.0,4.0,25.4,0.25,190.45,12.666666666666666,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,2,1,3
332.4,40764.0,82.0,3.0,1.0,6.0,2023.0,13.0,1.0,2.0,4.0,16.4,0.25,83.1,6.5,1.5,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,4,1,2
522.8,41870.0,125.0,3.0,1.0,33.0,2002.0,29.0,20.0,23.0,4.0,25.0,0.25,130.7,1.380952380952381,1.5,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,3,1,2
524.6,56861.0,92.0,3.0,1.0,6.0,2023.0,24.0,43.0,2.0,4.0,18.4,0.5,131.15,0.5454545454545454,1.5,越秀,核心区,False,False,False,False,False,True,False,False,True,False,False,3,2,3
469.0,48029.0,98.0,3.0,1.0,21.0,2001.0,19.0,21.0,24.0,4.0,19.6,0.5,117.25,0.8636363636363636,1.5,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,2,2,2
543.4,51494.0,106.0,3.0,1.0,14.0,2005.0,26.0,53.0,20.0,4.0,21.2,0.5,135.85,0.48148148148148145,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,4,2,3
125.0,27326.0,46.0,2.0,1.0,20.0,2003.0,8.0,15.0,22.0,3.0,11.5,0.25,41.666666666666664,0.5,1.0,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,3,1,2
945.1,61940.0,153.0,4.0,1.0,10.0,2001.0,43.0,31.0,24.0,5.0,25.5,0.5,189.02,1.34375,2.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,2,2,3
401.2,44931.0,89.0,2.0,1.0,10.0,2004.0,9.0,14.0,21.0,3.0,22.25,0.75,133.73333333333332,0.6,1.0,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,3,3,2
637.0,51019.0,125.0,3.0,1.0,22.0,1999.0,32.0,46.0,26.0,4.0,25.0,0.25,159.25,0.6808510638297872,1.5,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,3,1,3
522.5,42946.0,122.0,3.0,1.0,24.0,2018.0,42.0,50.0,7.0,4.0,24.4,0.25,130.625,0.8235294117647058,1.5,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,2,1,2
301.1,37500.0,80.0,3.0,1.0,26.0,2023.0,21.0,4.0,2.0,4.0,16.0,0.5,75.275,4.2,1.5,白云,次核心区,False,False,False,True,False,False,False,True,False,False,False,3,2,2
546.8,40140.0,136.0,3.0,1.0,31.0,2021.0,27.0,7.0,4.0,4.0,27.2,0.5,136.7,3.375,1.5,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,4,2,2
333.3,38369.0,87.0,3.0,1.0,13.0,2008.0,14.0,70.0,17.0,4.0,17.4,0.75,83.325,0.19718309859154928,1.5,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,1,3,2
213.0,36685.0,58.0,2.0,1.0,33.0,2018.0,7.0,17.0,7.0,3.0,14.5,0.75,71.0,0.3888888888888889,1.0,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,4,3,2
291.1,69613.0,42.0,2.0,1.0,18.0,2002.0,18.0,3.0,23.0,3.0,10.5,0.25,97.03333333333335,4.5,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,4,1,3
677.7,55231.0,123.0,4.0,1.0,23.0,2008.0,38.0,47.0,17.0,5.0,20.5,0.75,135.54000000000002,0.7916666666666666,2.0,越秀,核心区,False,False,False,False,False,True,False,False,True,False,False,3,3,3
592.5,39929.0,148.0,3.0,1.0,21.0,2016.0,35.0,1.0,9.0,4.0,29.6,0.25,148.125,17.5,1.5,越秀,核心区,False,False,False,False,False,True,False,True,False,False,False,3,1,3
437.3,38997.0,112.0,3.0,1.0,18.0,2004.0,13.0,5.0,21.0,4.0,22.4,0.25,109.325,2.1666666666666665,1.5,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,4,1,2
480.0,49231.0,97.0,2.0,1.0,11.0,2014.0,32.0,13.0,11.0,3.0,24.25,0.25,160.0,2.2857142857142856,1.0,海珠,核心区,False,True,False,False,False,False,False,False,True,False,False,3,1,3
367.5,38834.0,95.0,2.0,1.0,26.0,2011.0,17.0,13.0,14.0,3.0,23.75,0.5,122.5,1.2142857142857142,1.0,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,2,2,2
423.6,35479.0,119.0,3.0,1.0,31.0,2007.0,31.0,11.0,18.0,4.0,23.8,0.25,105.9,2.5833333333333335,1.5,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,2,1,2
328.7,41198.0,80.0,2.0,1.0,16.0,1996.0,11.0,63.0,29.0,3.0,20.0,0.25,109.56666666666666,0.171875,1.0,越秀,核心区,False,False,False,False,False,True,False,False,True,False,False,1,1,3
740.1,51605.0,143.0,4.0,1.0,10.0,2001.0,48.0,31.0,24.0,5.0,23.833333333333332,0.75,148.02,1.5,2.0,越秀,核心区,False,False,False,False,False,True,False,False,False,False,True,4,3,3
746.6,59759.0,125.0,4.0,1.0,10.0,2005.0,33.0,24.0,20.0,5.0,20.833333333333332,0.5,149.32,1.32,2.0,越秀,核心区,False,False,False,False,False,True,False,False,True,False,False,1,2,3
792.1,61976.0,128.0,3.0,1.0,7.0,2017.0,44.0,37.0,8.0,4.0,25.6,0.5,198.025,1.1578947368421053,1.5,海珠,核心区,False,True,False,False,False,False,False,False,True,False,False,2,2,3
503.4,56073.0,90.0,2.0,1.0,19.0,2004.0,20.0,2.0,21.0,3.0,22.5,0.5,167.79999999999998,6.666666666666667,1.0,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,3,2,3
1095.65,76647.0,145.0,4.0,1.0,6.0,1999.0,54.0,35.0,26.0,5.0,24.166666666666668,0.25,219.13000000000002,1.5,2.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,4,1,3
507.4,43548.0,117.0,3.0,1.0,23.0,2016.0,26.0,41.0,9.0,4.0,23.4,0.5,126.85,0.6190476190476191,1.5,黄埔,次核心区,False,False,False,False,False,False,True,False,False,False,True,3,2,2
189.4,32750.0,58.0,2.0,1.0,20.0,2013.0,10.0,1.0,12.0,3.0,14.5,0.25,63.13333333333333,5.0,1.0,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,2,1,2
628.8,77158.0,81.0,2.0,1.0,19.0,2003.0,27.0,19.0,22.0,3.0,20.25,0.75,209.6,1.35,1.0,越秀,核心区,False,False,False,False,False,True,False,True,False,False,False,3,3,3
302.6,52294.0,58.0,3.0,1.0,23.0,2003.0,19.0,51.0,22.0,4.0,11.6,0.75,75.65,0.36538461538461536,1.5,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,3,3,3
686.8,70849.0,97.0,3.0,1.0,22.0,2012.0,31.0,25.0,13.0,4.0,19.4,0.5,171.7,1.1923076923076923,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,4,2,3
249.1,30759.0,81.0,3.0,1.0,25.0,2003.0,10.0,59.0,22.0,4.0,16.2,0.5,62.275,0.16666666666666666,1.5,白云,次核心区,False,False,False,True,False,False,False,False,True,False,False,3,2,2
313.8,41312.0,76.0,3.0,1.0,24.0,2012.0,12.0,19.0,13.0,4.0,15.2,0.5,78.45,0.6,1.5,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,2,2,2
744.6,49028.0,152.0,4.0,1.0,12.0,2009.0,34.0,43.0,16.0,5.0,25.333333333333332,0.75,148.92000000000002,0.7727272727272727,2.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,3,3
460.7,65286.0,71.0,2.0,1.0,11.0,2004.0,23.0,32.0,21.0,3.0,17.75,0.25,153.56666666666666,0.696969696969697,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,1,3
504.0,40132.0,126.0,4.0,1.0,34.0,2023.0,28.0,21.0,2.0,5.0,21.0,0.75,100.8,1.2727272727272727,2.0,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,3,3,2
336.0,40999.0,82.0,4.0,1.0,9.0,1997.0,16.0,25.0,28.0,5.0,13.666666666666666,0.25,67.2,0.6153846153846154,2.0,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,3,1,2
841.2,78291.0,107.0,3.0,1.0,7.0,2023.0,41.0,6.0,2.0,4.0,21.4,0.25,210.3,5.857142857142857,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,1,3
660.2,45171.0,146.0,4.0,1.0,12.0,2005.0,25.0,8.0,20.0,5.0,24.333333333333332,0.75,132.04000000000002,2.7777777777777777,2.0,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,3,3,2
420.9,61964.0,68.0,2.0,1.0,8.0,2011.0,25.0,3.0,14.0,3.0,17.0,0.5,140.29999999999998,6.25,1.0,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,3,2,3
366.4,39257.0,93.0,3.0,1.0,20.0,2014.0,20.0,41.0,11.0,4.0,18.6,0.75,91.6,0.47619047619047616,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,3,3
324.7,43151.0,75.0,2.0,1.0,26.0,2003.0,11.0,23.0,22.0,3.0,18.75,0.25,108.23333333333333,0.4583333333333333,1.0,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,4,1,2
233.5,39177.0,60.0,1.0,1.0,26.0,2016.0,13.0,15.0,9.0,2.0,20.0,0.5,116.75,0.8125,0.5,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,4,2,2
773.9,49786.0,155.0,4.0,1.0,23.0,1996.0,34.0,41.0,29.0,5.0,25.833333333333332,0.25,154.78,0.8095238095238095,2.0,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,1,3
177.6,26337.0,67.0,3.0,1.0,18.0,2023.0,9.0,5.0,2.0,4.0,13.4,0.75,44.4,1.5,1.5,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,2,3,2
478.9,40671.0,118.0,3.0,1.0,22.0,2009.0,26.0,12.0,16.0,4.0,23.6,0.75,119.725,2.0,1.5,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,3,3
408.3,37220.0,110.0,3.0,1.0,22.0,2015.0,20.0,21.0,10.0,4.0,22.0,0.25,102.075,0.9090909090909091,1.5,白云,次核心区,False,False,False,True,False,False,False,False,True,False,False,2,1,2
392.9,41444.0,95.0,2.0,1.0,24.0,2015.0,14.0,8.0,10.0,3.0,23.75,0.5,130.96666666666667,1.5555555555555556,1.0,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,2,3
360.0,33941.0,106.0,3.0,1.0,31.0,2014.0,11.0,36.0,11.0,4.0,21.2,0.25,90.0,0.2972972972972973,1.5,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,2,1,2
345.2,26460.0,130.0,3.0,1.0,19.0,2004.0,20.0,51.0,21.0,4.0,26.0,0.5,86.3,0.38461538461538464,1.5,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,3,2,2
572.4,78190.0,73.0,2.0,1.0,18.0,2007.0,26.0,38.0,18.0,3.0,18.25,0.75,190.79999999999998,0.6666666666666666,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,3,3
210.8,31071.0,68.0,3.0,1.0,14.0,2017.0,9.0,72.0,8.0,4.0,13.6,0.25,52.7,0.1232876712328767,1.5,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,3,1,2
310.2,43402.0,71.0,3.0,1.0,31.0,2013.0,14.0,0.0,12.0,4.0,14.2,0.75,77.55,14.0,1.5,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,2,3,2
649.1,35482.0,183.0,4.0,1.0,25.0,2023.0,41.0,0.0,2.0,5.0,30.5,0.5,129.82,41.0,2.0,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,3,2,2
617.1,55559.0,111.0,3.0,1.0,6.0,2008.0,24.0,145.0,17.0,4.0,22.2,0.75,154.275,0.1643835616438356,1.5,越秀,核心区,False,False,False,False,False,True,False,False,True,False,False,2,3,3
816.0,43014.0,190.0,4.5,1.0,25.0,2015.0,43.0,67.0,10.0,5.5,29.23076923076923,0.25,148.36363636363637,0.6323529411764706,2.25,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,3,1,2
171.0,36501.0,47.0,1.0,1.0,27.0,2017.0,7.0,15.0,8.0,2.0,15.666666666666666,0.75,85.5,0.4375,0.5,黄埔,次核心区,False,False,False,False,False,False,True,False,True,False,False,3,3,2
734.8,50321.0,146.0,4.0,1.0,12.0,2008.0,43.0,44.0,17.0,5.0,24.333333333333332,0.5,146.95999999999998,0.9555555555555556,2.0,越秀,核心区,False,False,False,False,False,True,False,False,False,True,False,4,2,3
235.2,26963.0,87.0,2.0,1.0,14.0,2004.0,10.0,11.0,21.0,3.0,21.75,0.5,78.39999999999999,0.8333333333333334,1.0,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,4,2,2
408.8,67469.0,61.0,2.0,1.0,20.0,2017.0,21.0,38.0,8.0,3.0,15.25,0.25,136.26666666666668,0.5384615384615384,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,1,1,3
823.2,67104.0,123.0,4.0,1.0,24.0,2015.0,41.0,5.0,10.0,5.0,20.5,0.5,164.64000000000001,6.833333333333333,2.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,4,2,3
598.8,53519.0,112.0,3.0,1.0,18.0,2009.0,29.0,18.0,16.0,4.0,22.4,0.5,149.7,1.5263157894736843,1.5,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,2,2,2
776.1,46573.0,167.0,4.0,1.0,17.0,2006.0,31.0,22.0,19.0,5.0,27.833333333333332,0.5,155.22,1.3478260869565217,2.0,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,3,2,2
389.8,50103.0,78.0,3.0,1.0,15.0,2001.0,10.0,77.0,24.0,4.0,15.6,0.25,97.45,0.1282051282051282,1.5,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,3,1,2
158.6,49782.0,32.0,1.0,1.0,6.0,2010.0,5.0,2.0,15.0,2.0,10.666666666666666,0.5,79.3,1.6666666666666667,0.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,2,3
140.2,21073.0,67.0,2.0,1.0,13.0,2007.0,5.0,6.0,18.0,3.0,16.75,0.5,46.73333333333333,0.7142857142857143,1.0,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,2,2,2
714.5,67045.0,107.0,3.0,1.0,21.0,1997.0,30.0,8.0,28.0,4.0,21.4,0.25,178.625,3.3333333333333335,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,2,1,3
481.8,52351.0,92.0,3.0,1.0,8.0,2004.0,20.0,12.0,21.0,4.0,18.4,0.75,120.45,1.5384615384615385,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,3,3
423.8,52775.0,80.0,2.0,1.0,7.0,2009.0,22.0,60.0,16.0,3.0,20.0,0.25,141.26666666666668,0.36065573770491804,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,2,1,3
350.6,32464.0,108.0,4.0,1.0,23.0,2002.0,16.0,11.0,23.0,5.0,18.0,0.25,70.12,1.3333333333333333,2.0,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,4,1,2
163.0,25985.0,63.0,2.0,1.0,6.0,2018.0,10.0,2.0,7.0,3.0,15.75,0.5,54.333333333333336,3.3333333333333335,1.0,番禺,次核心区,False,False,True,False,False,False,False,False,False,True,False,1,2,2
334.2,35270.0,95.0,3.0,1.0,31.0,2013.0,19.0,51.0,12.0,4.0,19.0,0.5,83.55,0.36538461538461536,1.5,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,3,2,2
602.1,39455.0,153.0,4.0,1.0,21.0,2023.0,25.0,44.0,2.0,5.0,25.5,0.25,120.42,0.5555555555555556,2.0,黄埔,次核心区,False,False,False,False,False,False,True,False,False,True,False,2,1,2
554.8,50580.0,110.0,3.0,1.0,20.0,2016.0,32.0,3.0,9.0,4.0,22.0,0.25,138.7,8.0,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,False,True,2,1,3
395.8,45584.0,87.0,3.0,1.0,8.0,1985.0,28.0,7.0,40.0,4.0,17.4,0.5,98.95,3.5,1.5,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,2,2,2
502.6,49241.0,102.0,2.0,1.0,18.0,2005.0,27.0,56.0,20.0,3.0,25.5,0.5,167.53333333333333,0.47368421052631576,1.0,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,2,3
773.3,57223.0,135.0,4.0,1.0,23.0,2023.0,44.0,14.0,2.0,5.0,22.5,0.5,154.66,2.933333333333333,2.0,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,3,2,3
736.7,66354.0,111.0,3.0,1.0,8.0,2023.0,27.0,23.0,2.0,4.0,22.2,0.25,184.175,1.125,1.5,天河,核心区,True,False,False,False,False,False,False,False,True,False,False,1,1,3
166.3,37064.0,45.0,1.0,1.0,28.0,2013.0,6.0,39.0,12.0,2.0,15.0,0.25,83.15,0.15,0.5,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,3,1,2
324.3,53995.0,60.0,2.0,1.0,8.0,2013.0,26.0,12.0,12.0,3.0,15.0,0.5,108.10000000000001,2.0,1.0,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,2,2,3
510.2,34523.0,148.0,4.5,1.0,30.0,2004.0,27.0,8.0,21.0,5.5,22.76923076923077,0.5,92.76363636363637,3.0,2.25,白云,次核心区,False,False,False,True,False,False,False,False,False,True,False,2,2,2
606.6,49635.0,122.0,4.0,1.0,20.0,2015.0,27.0,11.0,10.0,5.0,20.333333333333332,0.5,121.32000000000001,2.25,2.0,海珠,核心区,False,True,False,False,False,False,False,False,False,True,False,2,2,3
384.9,56857.0,68.0,2.0,1.0,13.0,2012.0,21.0,62.0,13.0,3.0,17.0,0.25,128.29999999999998,0.3333333333333333,1.0,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,1,3
446.9,54443.0,82.0,2.0,1.0,20.0,1987.0,24.0,34.0,38.0,3.0,20.5,0.25,148.96666666666667,0.6857142857142857,1.0,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,4,1,2
519.6,72231.0,72.0,3.0,1.0,18.0,2000.0,25.0,4.0,25.0,4.0,14.4,0.25,129.9,5.0,1.5,天河,核心区,True,False,False,False,False,False,False,True,False,False,False,3,1,3
284.5,40296.0,71.0,2.0,1.0,30.0,2007.0,13.0,97.0,18.0,3.0,17.75,0.5,94.83333333333333,0.1326530612244898,1.0,黄埔,次核心区,False,False,False,False,False,False,True,False,True,False,False,2,2,2
655.8,53988.0,121.0,4.5,1.0,18.0,2002.0,36.0,9.0,23.0,5.5,18.615384615384617,0.5,119.23636363636363,3.6,2.25,荔湾,次核心区,False,False,False,False,True,False,False,False,False,True,False,3,2,2
1077.9,83941.0,128.0,3.0,1.0,11.0,1998.0,62.0,78.0,27.0,4.0,25.6,0.75,269.475,0.7848101265822784,1.5,天河,核心区,True,False,False,False,False,False,False,False,False,True,False,3,3,3
196.0,25310.0,77.0,3.0,1.0,11.0,2015.0,11.0,42.0,10.0,4.0,15.4,0.5,49.0,0.2558139534883721,1.5,番禺,次核心区,False,False,True,False,False,False,False,False,True,False,False,3,2,2
